"Question","Answer"
"언제쯤이면 밤낮의 구분을 할까요?","아기가 밤이라는 것을 제대로 알게 되는 시기는 3~4개월 정도입니다"
"아기가 잠을 자고 있는데 몸이 뜨거워서 열을 재어보니 38.5℃ 가 나왔어요.","우선 방안온도를 18℃~20℃ 정도로 서늘하게 해주고 옷이나 이불로 싸지 말아 주세요. 습도를 낮게 하며, 3개월 이상인 경우 해열제는 몸무게 나누기 4를 하여 먹여주세요, 그런 후 미온수 맛사지를 해주세요. (소아의 발열은 대부분 virus성으로 오는 수가 많으므로 열성 경련을 일으키기 쉬운 어린이를 제외하고서는 열 자체가 그리 문제된 적은 없습니다.) 계속 열이 떨어지지 않으면 병원에 데리고 오십시오. (신생아는 꼭 병원에 내원하십시오.)"
"여자아이의 음부에서 피가 납니다.","산모의 호르몬 지배에서 벗어나는 과정에서 생기는 일시적인 현상입니다. 그러나 오랫동안 지속되면 검사를 받아야 합니다."
"감기약을 처방 받았는데 열이 갑자기 나기 시작했어요. 해열제를 따로 먹여야 하나요?",""
"모유의 양이 부족해서 아기가 적게 먹는 것 같아요.","우선 엄마의 지나친 심리적인 걱정이 오히려 모유의 양을 감소시킬 수 있습니다. 그러므로 편안한 마음으로 수유를 하셔야 합니다. 수유를 하시기전 마사지를 충분히 하신 후 10~15분 정도 수유 하시면 됩니다. 수유 후에는 마사지후 가슴을 완전히 비워주셔야 합니다. 다음에 모유가 생성 될 때에는 비워진 만큼 생성이 되기 때문입니다. 특히 초유가 나오는 동안에는 양이 적을 수 있으므로 마사지와 자주물리기(수유), 아기가 보채는 울음소리를 듣는 것으로 유즙분비에 자극을 주도록 하는 것이 좋습니다."
"아기가 울고 보채서 열을 재어보니 35℃ 안되는데 어떻게 해야 하나요?","열이 너무 낮으면 울고 보챌 수 있으니 체온을 계속 check하시면서 따뜻하게 해주세요"
"젖망울이 있을 경우는 어떻게 하나요?","할머니들이 자꾸 젖망울을 짜려하는데 감염의 우려가 있습니다. 절대 건드리면 안 됩니다. 그대로 두어야 합니다."
"가래 끓는 소리가 나더라고요. 감기도 아닌 것 같은데 왜 그런가요?","가래는 원래 정상적인 상태에서도 분비가 됩니다. 호흡기에 각종 자극이나 해로운 물질들을 토해내게 되는데 바이러스, 세균, 오염된 공기 등에 의해 분비물의 양이 많아져서 가래가 생겼다고 느끼거나 가래가 끓는 소리가 나게 됩니다. 일단 가래가 생기면 기침하거나 기관지 섬모운동(어른들의 가래 배출 형태)으로 배출하게 됩니다. 그러나 가래가 너무 끈끈하면 배출이 어려워 기관지를 막게 되면 폐렴 등의 합병증이 유발됩니다. 그러므로 많아진 가래를 내보내기 힘들거나 이 때문에 기침을 너무 심하게 하면 복압이나 뇌압이 올라가서 다른 문제도 발생 할 수 있으므로 가래가 잘 나오도록 도와야 합니다. 가래를 빼내는 방법에는 수분 섭취, 호흡물리요법, 약물요법 등 세 가지가 있습니다.

수분섭취를 충분하게 하여야 합니다. 물을 많이 먹거나 기계를 이용하여(*흡입요법)습기를 들이마시도록 하면 묽어져 쉽게 배출이 됩니다.
호흡물리요법으로 가래가 많은 곳을 중력의 방향으로 위치하여 배출케 하는 체위 배담법, 손바닥이나 “전용컵”으로 가볍게 두드려서 배출케 하는 구타 진동법, 숨을 깊게 들어 마신 후 일시에 내 뱉어서 배출하는 허핑법 (큰 아이만 할 수 있음)등이 있습니다.
약물요법은 기관지 확장제와 거담제로 전문의의 적절한 처방일 때만 약효를 볼 수 있고, 부작용도 예방할 수 있으므로 함부로 약국에서 마음대로 사다 먹이는 일은 하지 않도록 하세요. 신생아들은 정상적으로 생기는 가래를 배출해내는 능력이 미약하여 감기가 없더라도 가래소리가 나는 경우가 많습니다."
"모유수유와 파스 그리고 파마 (염색)","파스의 성분 때문이 아니라 냄새 때문에 모유수유를 거부할 수 있습니다. 모유수유와 엄마의 파마머리나 염색은 별 상관없다고 생각됩니다만 아직 정확한 데이터가 없어 확실히 대답하기는 어렵습니다. 일반적으로 임신중기 이후의 파마는 가능한데 염색은 되도록 하지 말라고 합니다. 권하건대 파마만 하시고 염색은 안 하시는 것이 좋겠다고 생각됩니다."
"깊은 잠을 못자고 새벽에 항상 깨서 칭얼대며 울곤 합니다.","아기의 수면은 얕은 잠이므로 어른에 비해 쉽게 깨는 것이 정상적인 소견입니다. 아기의 울음으로 자신이 원하는 것을 알립니다. 아기가 울 때는 그 원인에 따라서 대처해야 합니다. 무조건 안아만 준다고 해결되는 것은 아닙니다. 그 원인을 알아서 대처해야 합니다. 자신을 표현하는 유일한 수단으로 울음을 터트리는 아기를 달래는 것은 어려운 일입니다. 그러나 아기가 운다고 해서 반드시 심각한 원인이 있는 것은 아니니 미리 겁부터 먹는 것은 좋지 않습니다. 어머니가 아기의 울음의 원인이라고 생각되는 것을 우선 해결해 보십시오. 그래도 계속적으로 운다면 아기의 몸 상태(목도 포함)도 체크해 보시기 바랍니다."
"며칠 전부터 코막힘이 있는지 그르렁그르렁 거려요","아기는 태어날 때부터 모든 기능이 성숙한 것은 아닙니다. 시간이 지나면서 어른처럼 성숙됩니다. 특히 정상적으로 생기는 가래나 콧물을 잘 처리하지 못하여 그르렁 소리와 코막힘 증상을 나타냅니다. 감기가 걸리면 더 심해집니다. 우선 아기의 상태가 어떤지 검진을 받으십시오."
"분유는 보리차에 타서 먹여도 되나요?","보리차는 보리를 태워서 만든 곡류이므로 농도가 맞지 않으므로 맹물(생수)을 끓인 후 식혀서 사용하는 것이 좋습니다."
"원인별 울음 구별법","배가 고플 때
크고 우렁찼다가 약하고 낮았다가 숨 한번 쉬고 리듬이 있는 것이 특징입니다.이럴 때는 입 근처 볼에 손가락을 데 보면 손가락을 빨려고 입을 쫑긋대듯 쫓아오면 배가 고픈 것이 확실합니다.

기분이 안 좋을 때
기저귀가 젖었거나 너무 덥거나 할 때는 약간 신경질적인 울음입니다. 기저귀가 안 젖었으면 뒷목과 등을 만져보아 땀이 나있는지를 확인합니다. 그것도 아니면 옷이나 양말의 고무줄이 지나치게 조이지 않는가도 확인해봅니다.

아플 때
울음에 기운이 없고 길게 끄는 것이 특징입니다, 이마와 뒷머리 꼭지를 만져보아 열이 있으면 체온을 정확히 재보고 열이 나는 것이 확실하면 병원에 데려오세요.

졸릴 때
약한 소리로 눈을 찌푸리며 비비고 칭얼거리며 웁니다.

배가 아플 때
아무런 이유 없이 깜짝 놀라며 자지러지게 우는 것은 배가 아프기 때문입니다. 이것은 산통이라고 하는데 이때는 어쩔 수 없이 고통이 없어질 때까지 기다리는 수밖에 없습니다. 항상 배를 따뜻하게 해주고 엄마의 따뜻한 손을 아기 배에 대주면 고통이 덜 할 수도 있습니다. 또는 환경을 바꿔주는 것도 좋은 방법입니다. 이러한 산통은 생후 3개월이 지나 차츰 장 기능이 원활해지면서 저절로 없어지게 되나 드물게는 돌이 지나서까지 산통 때문에 고통스러워하는 예도 있습니다."
"포경 후, 소독은 어떻게 하나요?","포경수술 부의에 출혈이 있는지 살펴보고 베타딘과 생리식염수를 1:1로 섞어 하루 세 번 소독해주고 잘 말려 주세요. 가급적 기저귀의 자극을 줄여주세요. (출혈의 원인이 될 수 있습니다.)"
"우리 아기가 낮에 병원에도 갔었는데 단순 열감기 라는데, 열이 40℃까지 나요. 단순 열 감기 맞나요?","단순 감기라 하더라도 열은 많이 오를 수 있습니다. 걱정되시면 응급실로 데리고 나오십시오."
"아기가 자지 않고 울기만 해서 걱정입니다. 어떻게 해야 할까요?","아기의 수면은 아기마다 차이가 있습니다. 아기는 보통 잘 잔다는 통념이 있는 것이 사실이지만 그 중에는 잘 자지 않고 보채는 아기도 많지요, 하지만 잘 자지 않는다고 아기수면 부족을 겪는 경우는 없습니다. 한편 신생아가 자고 있는 동안 아기를 깨우지 않기 위해 소리를 내지 않으려고 조심하는 경우가 많은데 아기가 자고 있는 동안 생활 속의 소음은 아기에게 큰 자극이 되지 않으니 안심 하십시오 보통 3~4개월이 지나면서 생활의 리듬을 갖게 되고 이에 따라 잠도 밤에 몰아서 자게 되므로 이 문제에 대해서는 크게 걱정하지 않으셔도 됩니다."
"아기 손톱이 길어 보이는데 어른 손톱깎이로 깎아줘도 되나요?","목욕 후 아기가 곤히 잠 들었을 때 아기용 손톱깎이로 깎아주는 것이 좋습니다. 손 밑에 상처가 나지 않게 조심하셔야 합니다."
"분유를 바꾸려고 하는데 어떻게 해야 하나요?","약 1주일간 바꾼다고 생각하면 분유의 비율은 7:3, 5:5, 3:7로 점차적으로 줄여 가시면 됩니다. 분유를 바꾸던 중에 설사를 하거나 우유를 토해 낸다면 중단 하셔야 합니다."
"아기가 하루 종일 잠만 자요 . 괜찮은 건가요?","신생아는 하루의 대부분을 잠만 잡니다. 약 2~4시간마다 깨서 운답니다. 작은 자극에도 쉽게 움직이고 깨고 다시 금방 잠이 들어요."
"엎드려 재우면 심장도 튼튼해지고 머리모양도 예뻐진다는데 정말인가요?","목을 못 가누는 아기에게는 질식의 위험이 있습니다. 그러므로 엄마가 지켜보는 동안에만 아기를 엎드려 재우세요. 그러나 아기의 머리모양보다는 안전이 중요하기 때문에 아기를 바로 눕혀 재우는 것이 좋습니다."
"소화기 질환의 종류","설사
장에 염증이나 궤양이 생겨 장의 활동이 빨라져 몸에 수분이 흡수되지 못해 설사유발
증상 : 묽은 변, 열을 동반할 수 있음, 기운이 없이 늘어져 잠만 자는 탈수증상
치료 : 충분한 수분섭취, 전문의와 상의 후 설사용 분유를 수유하시기 바랍니다.
세균성 장염
세균에 의해 장에 염증이 생김
증상 : 복통, 구토, 점액질의 피가 섞인 설사 구토
충분한 수분섭취 의사의 진료를 통한 약물치료
장중첩증
생후6~12개월 호발, 장의 한 부분이 다른 장으로 말려들어가는 경우
증상 : 갑작스럽고 심한울음 안색이 창백해지고 곧 괜찮아졌다가 다시 증세 반복, 구토, 혈변 복부에 응어리가 만져짐
치료 : 즉시 병원방문하여 바륨관장이나 수술필요
콜 릭
장기능 미숙으로 인해오는 날카로운 통증 생후 2~4주경 오후6시~10시 사이 한동안 계속 울어댐. 3개월쯤에 사라짐. 조용한 곳에서 배를 따뜻하게 해주고 쓸어주면서 달램."
"우유를 먹이고 트림을 시키려는데 어떻게 해야 하나요?","수유 후 아기를 세워 안아 들어 등 쪽의 한복판을 살살 만져주시면 쉽게 트림을 합니다. 먹은 후 조금씩 젖을 올리거나 토하면 한번에 먹는 우유의 양을 줄여주시고 트림 후 30분쯤 세워 안아주었다가 눕히면 덜 올립니다."
"아기의 대변 횟수는?","대변 횟수는 아기마다 개인차가 있습니다. 보통 매일 1~4회 정도지만 모유를 먹이는 경우 횟수가 많아지며 우유를 먹을 때마다 변을 보거나 반대로 한번정도만 변을 보는 아기도 있습니다. 아기의 변은 횟수도 중요하지만 변의 상태가 더 중요합니다. 모유를 먹는 아기의 정상변은 노란 겨자색으로 약간 묽고 하얀 점액질 덩어리가 있습니다. 가끔 초록색 변을 보는 경우도 있습니다. 대변에 피가 섞여 있을 때, 회색 변일때, 냄새가 심하게 나면 병원에 오셔야 합니다."
"우리 아이가 지금 코피가 나요 어떻게 하죠?","콧등 양옆을 누르고 차가운 얼음을 올려놓고 이비인후과에서 진료를 받으십시오."
"열꽃과 발진 그리고 땀띠의 차이점","열꽃 : 대부분 열이 내린 후 땀이 많이 나는 부위 등, 목, 팔등에 가려움을 느끼고 시원하게 하면 급속히 좋아집니다.
두드러기 : 음식이나 약물 등이 몸에 맞지 않아 나타나며 병변의 부위가 크게 나타나고 가렵습니다. 그러나 피부 병변은 봐야만 진단할 수 있습니다."
"아기가 자주 토해요. 어떻게 해야 하나요?","아기는 식도가 짧고 위 기능이 미숙해서 생리적으로 잘 토합니다. 생리적으로 토할 경우에는 소화가 된 몽글몽글한 우유를 토합니다, 특별히 문제 될 것은 없고 질식사나 토물이 폐로 넘어가 폐렴이 되지 않도록 고개를 옆으로 돌려주세요. 병으로 토하는 경우는 방금 먹은 우유를 분수 같이 토할 때, 우유에 피가 섞여 있을 때, 엷은 초록빛이나 갈색일 때는 빨리 병원에서 진료를 받는 것이 안전합니다. 집에서 관찰 한 것을 이야기 해 주시면 진료 시 도움이 됩니다."
"변이 몽실몽실하고 콧물처럼 끈적끈적 해요.","아기의 변은 다양합니다. 색깔은 노란색부터 녹색까지 나타날 수 있고 몽글몽글 형태부터 찰흙 같은 모양을 나타날 수 있습니다. 콧물처럼 끈적이는(점액성)변이 심하다면 아기의 변을 소아청소년과 선생님께 보여주시는 것이 좋겠습니다."
"아기가 먹으려고 하지 않고 계속 울어요. 침도 많이 흘려요 왜 그러죠?","구강내 염증이 의심이 됩니다. herpes성 구강내염을 비롯하여 여러 가지 구강염이 있을 때 침을 많이 흘리게 되며 이때 아기는 입안이 아파서 잘 먹지 못하고 몹시 보챕니다 < 참 조 > - 신생아는 타액선의 발달이 덜 되어 있기 때문에 침을 흘리지 않으며 생후2-4개월까지도 침을 별로 흘리지 않습니다. 가장 많이 흘리는 시기는 생후 7~8개월 쯤 이가 처음 나오기 시작하는 때입니다. 어린 아기가 침을 많이 흘리는 것은 입에 고인 침을 충분히 삼키지 못하거나 침이 많이 생기기 때문입니다."
"여아 신생아 인데 기저귀를 갈다보니 피가 묻어있는 것을 발견했어요. 병원에 데리고 가야하나요?","생후 5~7일경 된 여아에게서 소량의 질출혈을 보는 것은 정상적으로 올수 있는 현상입니다. 이것은 대개 모체의 estrogen의 작용에 의하여 나타나는 것이며 신생아 출혈은 질환과는 관계가 없습니다. (심할 경우에는 CBC, PT, PTT, 출혈시간 혈소판 검사는 해보는 것이 좋음)"
"생우유와 인공분유 어떤 것이 나은가요?","아기를 분유를 먹이다가 생우유로 바꿀 때에는 아기의 나이가 중요합니다. 적어도 돌이 지나야 하구요. 또한 아기가 하루 종일 먹는 것 중에서 우유가 차지하는 비율이 적어야 되겠지요. 생우유는 분유와 달라서 하루에 1000cc 이상을 섭취하게 되면 여러 가지 부작용이 일어나게 됩니다.(빈혈, 이유식 등을 먹지 않는 식욕 부진, 변비) 아기가 이유식을 잘하고 분유를 하루에 2-3번 정도만 먹게 되면 생우유를 시도하여도 무방합니다."
"아기가 변비가 너무 심해 문의 드립니다.","변비는 오랫동안 못 보는 경우와 딱딱한 변을 보는 경우를 말합니다. 아기들은 며칠씩 변을 안보는 경우가 흔하여 다른 증상은 없고 잘 먹고 잘 놀며 기분이 좋으면 크게 걱정할 일이 아닙니다. 신생아의 경우는 어떻게 힘을 주어야 하는지 잘 몰라서 온몸에 힘을 주기도 하고 얼굴이 빨개지기도 하고 온몸이 파랗게 변하기도 합니다. 대개는 시간이 지나 힘주는 방법을 터득하면 좋아지므로 몸무게가 제대로 늘고 있는 아기라면 별 걱정하지 않아도 됩니다. 하지만 오랫동안 아기가 힘을 준다면 소아청소년과 의사와 상의해야 합니다. 만약 변비가 3일 정도라면, 아기가 괴로워하지 않는 한 안심해도 되지만 그 이상 계속되면서 기운이 없고 기분이 좋지 않을 때에는 일단 의사와 상의해야 합니다."
"아기가 방부제(혹은 소독약 등)를 먹은 것 같아요, 괜찮은 가요?","우선 토하도록 유도하시고 과량을 복용했을 경우 큰 대학병원으로 가세요."
"혼합수유는 어떻게 하나요?","혼합수유는 모유를 먼저 먹이고 나머지 모자라는 양은 분유로 주십시오. 혼합 수유를 하면 젖을 빠는 것과 우유병의 젖꼭지를 빠는 것이 틀리기 때문에 유두 혼란이 생기게 됩니다. 이런 현상이 생기면 아기가 젖을 빨 때 보채는 것을 보고 산모는 젖이 부족하다고 생각을 하게 되고 분유를 먹이게 되는 악순환이 반복이 됩니다. 이런 유두 혼란을 막기 위해서 수유 전에 산모는 손을 깨끗이 씻고 검지의 2/3를 아기의 혀 위에 놓고 살짝 눌러 아기가 빨게 한 후 서서히 손가락을 뺀 후에 모유 수유를 하도록 하시면 도움이 되실 것입니다."
"이유식은 어떻게 하나요?","이유식 초기에는 이유식을 시도한 후 부족한 양은 모유나 분유로 보충한다.
유지류(버터, 마가린)는 이유식 중기부터 적당량을 포함시킨다.
알레르기가 있는 아기는 계란 흰자를 이유식 후기에 시작한다.
이유식 후기에는 5가지 기본 식품이 골고루 포함되어야 한다.
생우유는 이유 후기 말이나, 돌이 지난 후에 시작한다."
"변비","변비의 흔한 원인은 음식 섭취하는 방법이 잘못된 경우를 들 수 있습니다. 즉 입이 짧아 아주 소량의 음식을 먹거나 생우유를 거의 주식처럼 너무 많이 먹는 경우입니다. 마른 체형의 아이들에게서 대변을 무척 굵게 보는 것을 흔히 봅니다. 항문 열상의 상처를 입거나 한번 심한통증을 겪어본 아이들은 대변이 마려우면 무서워서 힘을 거꾸로 주면서, 몰래 숨거나, 화장실에 가지 않고 바지에 싸는 경우도 있습니다. 그래서 소아 변비의 치료 방법은 성인과 약간 다릅니다. 말로 설명하여 납득시키기 어려운 5세 미만의 아이들에게 변비 때마다 관장을 한다면 더욱 통증이나 두려움을 경험하는 결과로 역효과를 낼 뿐이고, 관장이란 어쩌다 한번쯤 쓸 수 있지 매일 할 방법은 아닙니다. 그보다는 섬유질이 많이 포함 된 과일(특히 사과나 배 등의 제철과일), 채소섭취를 늘려 균형 있는 식생활을 하도록 도와주십시오. 소아 청소년과에서는 적어도 상처가 아물거나 아프던 기억이 희미해질 때까지 변을 묽게 만드는 변비약이나 식이 섬유를 처방합니다. 또 외국제품으로 식이 섬유를 주스 가루처럼 물에 타서 마시거나 과자로 만들어 먹이는 제품도 있습니다. 다만 주의 하실 점은 변비가 드물게 다른 질병의 한 증상으로 나타날 수도 있기 때문에 꼭 의사와 상의하여 다른 원인은 없는지 살펴보아야 합니다. (예: 항문의 선천성 협착 등의 위장관 질환들, 갑상선 기능저하증 등의 대사성 원인 질환들, 신경 근육 질환)"
"소아인데 뜨거울 물에 데었어요.","우선은 찬물이나 생리식염수로 소독하시고 진통이 심하거나 화상정도가 심하면 화상병원이나 대학병원으로 가셔서 진료를 받아보세요"
"배변의 횟수가 잦아 피부의 진무름(기저귀발진)이 잘 낫지 않습니다. 어떻게 하면 좋을까요?","아기의 엉덩이를 청결히 하고 되도록 건조한 상태를 유지하여 주십시오. 기저귀를 오래 착용하고 있거나 대소변의 횟수가 많은 경우 기저귀로 인한 진무름이 일어나기 쉽습니다. 대소변을 본 후에는 따뜻한 물로 엉덩이를 잘 닦고 말린 후, 기저귀를 채우시고 통풍이 잘 되게 해 주세요. 피부의 진무름이 계속되면 병원에 오십시오."
"젖을 떼고 싶습니다.","아기가 스트레스를 받지 않고 모유를 끊을 수 있는 방법은 - 우선 양을 줄이시기 바랍니다. 아기에게 먹이는 이유식의 양을 서서히 늘리고 상대적으로 모유양을 줄이시기 바랍니다. 이유식은 떠서 먹이는 방법을 시도하시기 바랍니다. -아기에게 젖을 빨리지 마십시오. 아기가 젖을 찾으면 젖을 물리는 대신 다른 곳으로 신경을 분산시키도록 주의를 환기시키시는 방법을 시도하시기 바랍니다."
"열은 없는데, 계속 끙끙거리고 힘들어 해요. 힘은주는데 변은 안나오고,.집에서 하는 방법 없나요?","면봉에 베이비오일을 묻혀 항문주의를 자극시켜 주세요. 배부위도 맛사지를 해주세요. 아기의 변비를 고치는 데에는 식사나 습관을 조절하는 것이 우선 중요한 일이나 습관을 익힐 때까지 대소변을 연하게 하기 위하여 임시 약물요법이 필요 할 수 있으니 병원으로 나오세요.

<소아의 만성변비 참조사항>
영아일 경우
아기가 먹고 있는 분유나 모유의 양이 부족한지 알아보고 부족하면 양을 증가 시킨다.분유나 모유 먹는 시간 사이에 과즙(포도 주스 등)이나 함수 탄소액을 1일 1~3회 가량 먹임. 이유기에 있는 아기는 과일과 야채 같은 이유식을 준다.
유아 및 아동
수분의 섭취를 증가시킨다. 과일이나 야채 기타 섬유질이 많은 음식을 많이 먹인다. 매일 대변을 보는 습관을 가르친다. 충분한 운동을 한다."
"7세된 소아인데 무릎이 아파서 걷지를 못해요.","성장통 이거나 근육피로일수 있으나 너무 아파하면 병원에 오셔서 진찰을 받아보세요."
"아기 우유를 몇 시에 어느 정도 먹여야 하나요?","신생아실에서는 출생한지 일주일 동안은 3-4시간 간격으로 60-90cc, 한 달까지는 120-150cc 정도 먹습니다. 그러나 아기가 원할 때마다 원하는 양을 수유하는 것이 가장 좋습니다."
"1달 정도 된 아기인데요. 변이 너무 노랗고 냄새가 많이 나요 괜찮나요?","붉은색, 자장빛의 검은색 변 이외에는 대부분 정상변으로 보지만 걱정이 된다면 변을 가지고 병원에 나오세요."
"아구창일때 어떻게 주의해야 하지요?","입안의 점막을 일부러 닦아주지 마시고 우유병을 잘 소독해서 사용하세요. 병원 내원하여 약 처방을 받으세요."
"아기의 얼굴 몸이 발긋발긋해요? (피부발진)","아기의 피부는 민감합니다. 너무 덥게 키우지 마십시오. 실내온도는 24도, 습도는 60%가 적당합니다. 밀폐 된 곳 건조한 곳에서는 2시간마다 30초씩 환기를 시켜주는 것이 좋습니다. 즉 어른들이 반팔을 입고 활동하기 적당하면 아기들은 긴팔에 얇은 이불하나 정도면 됩니다. 미약한 태열 피부발진은 공기 조절만으로도 가능합니다만 너무 심하면 병원으로 오세요."
"아기의 변 색깔이 적색 이예요.","장하부의 출혈이 의심되니 병원에 오셔서 검사를 받아보세요."
"자꾸만 설사를 합니다. (황색변이긴 한데요.)","모유 수유하는 아기의 경우는 젖의 성분 때문에 묽은 변을 봅니다. 묽은 변을 보더라도 움직임, 먹으려는 욕구, 대변을 잘 보면 특별히 문제가 없다고 봅니다. 문제가 되는 변은 고형물질이 없이 소변처럼 보는 변을 일일6~7회 정도 보면 병원에 오셔야 합니다. 아기가 지속적으로 묽은 변을 본다면 아기의 변을 의사 선생님께 보이시고 상담을 받으시기 바랍니다. 아기의 체중 변화 등을 포함한 여러 가지 진찰이 필요합니다."
"감각기관 질환의 종류","결막염 : 세균이나 바이러스 등의 감염 증상
열이 나면서 눈이 가렵고 아프다. 충혈과 눈물이나 눈꼽이 많아짐.
치료 : 전문의와 상담 후 원인을 찾은 후 치료"
"구개순과 구순열","구개열은 태생 8주에 입술과 입천장이 정상적으로 융합되지 않아 발생됩니다. 기형은 800명중 1명 정도의 빈도로 발생하게 되며 구순열, 구개열이 독립적 또는 복합적으로 나타날 수 있습니다. 구개열 역시 기형의 정도가 매우 다양 합니다 구개열의 수술 시기는 생후 12~18개월에 시행하게 되면 아이가 크면 클수록 수술하기가 쉽습니다."
